timestamp,strategy_type,trade_type,market_regime,confidence,position_size_pct,contracts,entry_price,exit_price,position_cost,pnl,outcome,capital_after,rsi,momentum,bb_position,vix_level
2024-12-09 09:20,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,4,0.6828061810770067,0.9935388987715551,273.1224724308027,124.29308707781934,WIN,25124.29308707782,0.0,-0.00011996454682328218,0.0031773328243322966,15.027041113482571
2024-12-09 09:32,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,2.1374540642003224,3.110294052059892,213.74540642003223,97.28399878595695,WIN,25221.577085863773,0.0,-0.00020454216639858815,0.02927370863445859,15.132155520155035
2024-12-09 09:45,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,1.9603938157885492,2.8527681082869742,196.03938157885491,-68.61378355259922,LOSS,25152.963302311175,0.0,-0.000295303089844273,0.04145202304674008,15.01720920589497
2024-12-09 09:49,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,1.9178620099796262,2.7909117646671855,191.78620099796262,87.30497546875591,WIN,25240.26827777993,0.0,-0.0003228107335248954,0.04372159764864257,16.07837070588764
2024-12-09 10:06,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,2,1.3415768094163318,1.952399291136191,268.31536188326635,-93.91037665914321,LOSS,25146.357901120788,0.0,-0.00044235676919824083,0.04978402952939766,15.647296762042968
2024-12-09 10:14,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,2.565003094069727,3.732952908983462,256.5003094069727,-89.77510829244044,LOSS,25056.582792828347,0.0,-0.0004989145561626101,0.05132765002424568,14.999473390298137
2024-12-09 10:15,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,1.8255999558963723,2.6568785812068407,182.55999558963723,83.12786253104687,WIN,25139.710655359395,0.0,-0.0005061473234188086,0.051501549288346334,15.080131458797647
2024-12-09 10:16,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,5,0.5997686330012766,0.8728734964726558,299.88431650063825,136.55243173568965,WIN,25276.263087095085,0.0,-0.0005133492496697134,0.05163801733171957,15.229431726345169
2024-12-09 10:27,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,2.227402221961446,3.2417692487053222,222.74022219614463,101.43670267438759,WIN,25377.699789769475,0.0,-0.000591379133606559,0.05362372766150061,16.367350370908785
2024-12-10 09:16,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,1.910412708325683,2.779754056469685,191.0412708325683,86.93413481440021,WIN,25464.633924583875,0.0,-7.943039900539002e-05,-0.02351161053487847,15.222610032557391
2024-12-10 09:33,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,2.7500971929544247,4.001732649338036,275.0097192954425,125.16354563836114,WIN,25589.79747022224,0.0,-0.0001818030127700107,0.030333934364273132,15.079854014287896
2024-12-10 09:36,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,2.974574713538436,4.328411716366921,297.4574713538436,-104.11011497384524,LOSS,25485.687355248392,0.0,-0.0001997432304956386,0.03414524122857166,15.485161010590394
2024-12-10 09:53,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,2.2633680291285145,3.293666957187438,226.33680291285145,103.02989280589236,WIN,25588.717248054283,0.0,-0.0003019745616390527,0.04553090376861296,15.296565070981917
2024-12-10 09:54,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,1.7361613787926529,2.526479819778271,173.6161378792653,79.03184409856183,WIN,25667.749092152844,0.0,-0.0003080465441155863,0.04576602956034659,15.602503473945331
2024-12-10 10:02,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,2,1.4745652042878665,2.1458497627778166,294.9130408575733,134.25691169799,WIN,25802.006003850835,0.0,-0.0003551210484463374,0.048750680513333054,15.335670773189072
2024-12-10 10:05,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,1.992974336580025,2.900285713572085,199.2974336580025,90.73113769920604,WIN,25892.737141550042,0.0,-0.0003735127086414526,0.04939491242693995,15.39263000269506
2024-12-10 10:23,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,2,1.4192228220773542,2.06543621486749,283.8445644154708,-99.34559754541478,LOSS,25793.391544004626,0.0,-0.00048213845402106614,0.052878512012841675,15.071809281585463
2024-12-10 10:35,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,4,0.6739499927439608,0.9808525993697844,269.57999709758434,122.76104265032944,WIN,25916.152586654956,0.0,-0.000555165433182398,0.054544527851910725,15.192477364270717
2024-12-10 10:42,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,2,1.546042481437747,2.2501225734291377,309.2084962875494,-108.22297370064229,LOSS,25807.929612954315,0.0,-0.0005977809736147832,0.05547652761228594,15.442647943669298
2024-12-11 09:14,VIX_CRUSH_PUT,HIGH_CONVICTION,ranging,0.5,1.2,3,0.8525170197494949,1.240438153700586,255.75510592484844,116.3763401853274,WIN,25924.305953139643,100.0,4.449648966190728e-05,1.0441161589501577,12.225942906648061
2024-12-11 10:40,VIX_CRUSH_PUT,HIGH_CONVICTION,ranging,0.5,1.2,1,2.8775241248678154,4.187542739157059,287.75241248678157,131.00186142892431,WIN,26055.30781456857,100.0,0.00037941524445046554,0.944839645978244,11.852974713812023
2024-12-11 10:48,VIX_CRUSH_PUT,HIGH_CONVICTION,ranging,0.5,1.2,1,2.0228477066071138,2.94381008132688,202.2847706607114,92.09623747197662,WIN,26147.404052040547,100.0,0.00041045259810429044,0.9441383518963651,11.961173971417123
2024-12-11 10:50,VIX_CRUSH_PUT,HIGH_CONVICTION,ranging,0.5,1.2,1,2.18677111149434,3.1823760072481404,218.67711114943398,99.56048957538007,WIN,26246.964541615926,100.0,0.0004181253138571009,0.943864616543967,11.837371975422093
2024-12-12 09:15,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,5,0.5897193261852118,0.858067644536158,294.8596630926059,134.17415917547316,WIN,26381.138700791398,0.0,-6.466088807775333e-05,-0.03446967438692785,15.331373616163713
2024-12-12 09:18,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,2.9147033309575696,4.2410529771219725,291.470333095757,132.63496461644024,WIN,26513.77366540784,0.0,-8.024520208648348e-05,-0.009404832634233886,14.981974322000871
2024-12-12 09:43,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,2.393846766037643,3.483391716326344,239.3846766037643,108.95449502887013,WIN,26622.72816043671,0.0,-0.00021096318608683257,0.03961112350904791,15.011508508830461
2024-12-12 09:56,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,3,0.883759087523523,1.2860374723199561,265.12772625705685,120.68351543892999,WIN,26743.41167587564,0.0,-0.00027853043935362095,0.046895316301403873,15.731592882463556
2024-12-12 09:58,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,2,1.3076619453196932,1.902906012870323,261.53238906393864,119.04881351012597,WIN,26862.460489385765,0.0,-0.00028895060828706655,0.04756282528632101,14.99184847801221
2024-12-12 10:02,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,3,0.95310200266315,1.3869650072907114,285.930600798945,130.15890138826842,WIN,26992.619390774034,0.0,-0.0003099090836247766,0.04855889045068282,15.308038892013279
2024-12-12 10:22,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,4,0.7901947398999755,1.149957492152476,316.0778959599902,143.9051009010002,WIN,27136.524491675034,0.0,-0.00041561711568316386,0.05301081332389979,15.382001397832967
2024-12-13 09:16,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,3,1.0804197827007853,1.572060983183559,324.1259348102356,147.4923601448321,WIN,27284.016851819866,0.0,-6.807739740462752e-05,-0.024122705836912613,15.71778722594519
2024-12-13 10:12,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,2,1.5070618579196995,2.193138916497858,301.4123715839399,137.21541171563166,WIN,27421.232263535498,0.0,-0.00035380511239632944,0.05071625851274357,15.6600984877203
2024-12-13 10:20,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,1.8437461293561361,2.683147206197538,184.3746129356136,-64.53111452746477,LOSS,27356.701149008033,0.0,-0.00039463211919500826,0.05264823022699953,15.317814621615385
2024-12-13 10:32,VIX_SPIKE_CALL,HIGH_CONVICTION,ranging,0.5,1.2,1,2.314613314132282,3.3684827033828846,231.4613314132282,105.38693892506024,WIN,27462.088087933094,0.0,-0.00045598567141099864,0.05434692428646687,15.789138421869938
